desertionNo,kindNm,colorCd,specialMark,sexCd,happenPlace,orgNm,processState,popfile1
442434202600229,믹스견,흰색, 귀엽고 순한하얀아기,F,금강산로380,강원특별자치도 고성군,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605201305423.jpg
442434202600228,믹스견,흰색&황갈색, 귀엽고 순한아기 ,M,금강산로380,강원특별자치도 고성군,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605201305301.jpg
442434202600227,믹스견,흰색,하얗고 귀엽고 순한아기옆에 갈색털점있음,F,금강산로380,강원특별자치도 고성군,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605201305449.jpg
442434202600226,믹스견,흰색,하얗고 귀엽고 순한아기,F,금강산로380,강원특별자치도 고성군,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/20260520130539.jpg
442430202600072,믹스견,황갈색,경계심이 심하며 사람을 무서워함,Q,갈말읍 궁예로 610,강원특별자치도 철원군,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605201305723.jpg
442420202600261,푸들,흰색,맨몸 상태로발견,M,소돌 아들바위공원,강원특별자치도 강릉시,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/04/202605201705414.jpg
442418202600611,믹스견,기타(연갈색),온순,F,거두리 160-2,강원특별자치도 춘천시,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605201305730.jpg
441554202601052,믹스견,흰색,"5-66, 칩없음, 귀여운 진도믹스 아가, 송곳니가는중, 살짝 소심하지만 온순한 성격",M,광주시 탄벌동 일대,경기도 광주시,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605201705972.jpg
441553202601778,믹스견,흰색,꼬질꼬질 귀여운 아기강아지/겁이 많으나 앙증맞음/밥 잘먹어서 통통한편,F,송산면 신천리 인근,경기도 화성시,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/04/202605201705226.jpg
441408202601019,믹스견,검정&흰색,"3마리 같이 들어옴, 시청에서 구조",M,누르재안길 12-4,경기도 안성시,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/04/202605201205126.jpg
441408202601018,믹스견,검정&흰색,"3마리 같이 들어옴, 시청에서 구조",M,누르재안길 12-4,경기도 안성시,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/04/202605201105150.jpg
441408202601017,믹스견,검정&흰색,"3마리 같이 들어옴, 시청에서 구조",M,누르재안길 12-4,경기도 안성시,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/04/202605201105236.jpg
441401202600520,캐벌리어 킹 찰스 스파니엘,흰색&갈색&탄,"사람 손길에 익숙하고 순한 아이, 하네스와 리드줄 착용상태로 발견",F,조남동 701,경기도 시흥시,종료(반환),http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605201405832.jpg
441399202600874,말티즈,흰색,"착하고 사람 손길을 잘 따름, 핑크색 옷 입고 있음",M,화도읍 묵현리 86-4,경기도 남양주시,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/04/202605201505317.png
441399202600873,믹스견,흰색,겁이 많지만 사람의 손길을 피하지 않음,F,화도읍 구암리 195번지,경기도 남양주시,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/04/202605201405613.png
441393202600623,비숑 프리제,기타(백),"순함,검정체크무늬하네스",F,월피로88 부근,경기도 안산시,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605201405427.jpg
441393202600622,비숑 프리제,기타(백),"하늘색하네스,회색줄 착용",M,월피로88 부근,경기도 안산시,종료(반환),http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605201405357.jpg
441378202600634,푸들,검정색,"중성화 수술함,피부병 있음,치석심함",M,수정구 시민로 151번길 119 안전센터,경기도 성남시,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605201105276.jpg
429360202600252,푸들,주황&흰색,26-0287 피넛,M,서구 금호동,광주광역시 서구,종료(반환),http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/04/202605201505620.jpg
429360202600251,믹스견,금갈색,26-0286 동명,M,서구 유촌동,광주광역시 서구,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/04/202605201205562.jpg
429360202600250,믹스견,검정&황갈색,26-0285 은명,M,서구 유촌동,광주광역시 서구,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/04/20260520120502.jpg
429360202600249,믹스견,갈색&검정,26-0284 금명,F,서구 유촌동,광주광역시 서구,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/04/202605201105823.jpg
428356202600628,믹스견,갈색,"2개월 추정, 혼자 입소, 굉장히 순하고 얌전함, 깨끗함, 사랑스러워 미치겠음",M,검암동 590,인천광역시 서구,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605201505356.jpg
427341202600258,비숑 프리제,흰색,온순,F,삼덕동 소풍한끼,대구광역시 중구,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605201705523.jpg
426338202600092,믹스견,흰색,"기력 저하, 약간의 경계, 흰색",M,남부구조대,부산광역시 수영구,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605201405943.jpg
445469202600655,믹스견,갈색&검정&흰색,"26-171 자견, 온순하고 사람을 좋아함.",M,감곡로 367,전북특별자치도 정읍시,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/04/202605201605291.jpg
445469202600654,믹스견,흰색,"26-171 자견, 온순하고 사람을 좋아함.",M,감곡로 367,전북특별자치도 정읍시,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/04/202605201605610.jpg
445469202600653,믹스견,갈색&흰색,"26-171 자견, 온순하고 사람을 좋아함.",M,감곡로 367,전북특별자치도 정읍시,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/04/202605201605424.jpg
445469202600652,믹스견,갈색&흰색,"26-171 자견, 온순하고 사람을 좋아함.",F,감곡로 367,전북특별자치도 정읍시,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/04/202605201605802.jpg
445469202600651,믹스견,갈색&흰색,"26-171 자견, 온순하고 사람을 좋아함.",F,감곡로 367,전북특별자치도 정읍시,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/04/202605201605181.jpg
445469202600650,믹스견,갈색&흰색,"26-178 자견, 온순하고 사람을 좋아함.",F,용계2길 34,전북특별자치도 정읍시,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/04/202605201505229.jpg
429363202600398,포메라니안,흰색,"26-0289 옥엽, 동물인수제 입소",F,광산구 소촌동,광주광역시 광산구,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/04/202605201505567.jpg
429363202600397,포메라니안,"기타(갈색,흰색)","26-0288 금지, 동물인수제 입소",M,광산구 소촌동,광주광역시 광산구,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/04/202605201505375.jpg
445469202600649,믹스견,갈색&흰색,"26-178 자견, 온순하고 사람을 좋아함.",F,용계2길 34,전북특별자치도 정읍시,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/04/20260520150510.jpg
445469202600648,믹스견,흰색,"26-178 자견, 온순하고 사람을 좋아함.",F,용계2길 34,전북특별자치도 정읍시,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/04/20260520150565[1].jpg
445469202600647,믹스견,흰색,"26-178 자견, 온순하고 사람을 좋아함.",F,용계2길 34,전북특별자치도 정읍시,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/04/202605201505299.jpg
445469202600646,믹스견,흰색,"26-178 자견, 온순하고 사람을 좋아함.",F,용계2길 34,전북특별자치도 정읍시,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/04/202605201505979.jpg
445469202600645,믹스견,갈색&흰색,"26-178 자견, 온순하고 사람을 좋아함.",M,용계2길 34,전북특별자치도 정읍시,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/04/202605201505550.jpg
445469202600644,믹스견,흰색,"26-178 자견, 온순하고 사람을 좋아함.",M,용계2길 34,전북특별자치도 정읍시,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/04/202605201505984.jpg
447523202600340,믹스견,갈색,이 아이는 한때 한없이 많은 사랑과 애정을 받고 자랐지만 지금은 차가운 거리로 ?겨났어요,M,풍양면 낙상리,경상북도 예천군,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605221105875.jpeg
445478202600330,믹스견,옅은 황색,들개 새끼,F,성내면 개비골길,전북특별자치도 고창군,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605221505514.jpg
445478202600329,믹스견,옅은 황색,들개 새끼,M,성내면 개비골길,전북특별자치도 고창군,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605221505383.jpg
445478202600328,믹스견,옅은 황색,들개 새끼,M,성내면 개비골길,전북특별자치도 고창군,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605221405691.jpg
431373202600804,믹스견,흰색,"1개월 추정,탈장",M,두동면 은편하리3길,울산광역시 울주군,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605221305481.jpg
431373202600803,믹스견,크림색,1개월 추정,F,두동면 은편하리3길,울산광역시 울주군,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605221305970.jpg
431373202600802,믹스견,크림색,1개월 추정,M,두동면 은편하리3길,울산광역시 울주군,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605221305320.jpg
446493202600118,믹스견,갈색,사람을 경계함.,F,황산면 이목리,전라남도 해남군,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/04/20260519210579.jpg
445468202601295,진도견,흰색,사납고 사람경계심있으며 말라있음,M,익산시 황등면 황등로 150-1,전북특별자치도 익산시,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/04/202605201405829.jpg
450650202601212,믹스견,흰색,개체관리번호 1034 - 4개월,F,서귀포시 남원읍 남원리 185 과수원,제주특별자치도,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605200905361.jpg
450650202601211,믹스견,흰색,개체관리번호 1033 - 4개월,M,서귀포시 남원읍 남원리 185 과수원,제주특별자치도,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605200905320.jpg
450650202601210,믹스견,흰색,개체관리번호 1032 - 8개월,M,서귀포시 서홍동 535,제주특별자치도,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/20260520090554.jpg
450650202601209,믹스견,흰색,개체관리번호 1031 - 8개월,M,서귀포시 서홍동 535,제주특별자치도,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605200905821.jpg
450650202601208,믹스견,기타(브린들),"개체관리번호 1030 - 복수 및 전신부종, 심장사상충",F,서귀포시 안덕면 상천로 214 맞은편,제주특별자치도,종료(자연사),http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605200905713.jpg
450650202601207,푸들,검정색,개체관리번호 1029 ,M,제주시 용담이동 용문로12길 12 좋은마트,제주특별자치도,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605200905741.jpg
450650202601206,믹스견,흰색,개체관리번호 1028 - 10개월,M,제주시 한경면 중산간서로 3439-41,제주특별자치도,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605200805602.jpg
450650202601205,믹스견,기타(브린들),개체관리번호 1027 - 2개월,F,제주시 구좌읍 중산간동로 2226 동부행복치안센터 (송당파출소),제주특별자치도,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605200805719.jpg
450650202601204,믹스견,검정&흰색,개체관리번호 1026 - 2개월,M,제주시 한림읍 명상로 148-17,제주특별자치도,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605200805780.jpg
448567202600711,믹스견,황갈색,"들개 포획단 포획, 26년 1월생 추정, 식당 주변 배회하며 손님들 위협",M,의창구 동읍 월잠리 497,경상남도 창원시 의창성산구,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/04/202605200705622.jpg
448567202600710,믹스견,황갈색,"들개 포획단 포획, 26년 1월생 추정, 식당 주변 배회하며 손님들 위협",F,의창구 동읍 월잠리 497,경상남도 창원시 의창성산구,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/04/202605200705444.jpg
448535202600371,믹스견,검정&흰색,김해시-355,F,김해시 내외중앙로 83,경상남도 김해시,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/04/202605201005462.png
448535202600370,믹스견,기타(연갈색),"김해시-354, 3개월미만 추정, 9두 입소",M,김해시 진영로 430-16,경상남도 김해시,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/04/202605201005849.png
448535202600369,믹스견,기타(연갈색),"김해시-353, 3개월미만 추정, 9두 입소",M,김해시 진영로 430-16,경상남도 김해시,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/04/202605201005803.png
448535202600368,믹스견,기타(연갈색),"김해시-352, 3개월미만 추정, 9두 입소",M,김해시 진영로 430-16,경상남도 김해시,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/04/202605201005313.png
